Onset,Duration,Annotation
2014-04-08T21:20:56.3500000,38.869,segment
2014-04-08T21:22:52.8820000,60.766,segment
2014-04-08T21:25:21.8970000,21.168,segment
2014-04-08T21:26:19.8900000,22.628,segment
2014-04-08T21:27:14.3880000,20.848000,segment
2014-04-08T21:27:41.2970000,44.242000,segment
2014-04-08T21:29:23.2110000,36.496,segment
2014-04-08T21:30:12.3350000,37.226,segment
2014-04-08T21:30:57.5170000,32.847,segment
2014-04-08T21:31:37.9050000,75.758000,segment
2014-04-08T21:33:38.5760000,35.584,segment
2014-04-08T21:34:23.1010000,32.117,segment
2014-04-08T21:40:56.8970000,45.803,segment
2014-04-08T21:41:57.0790000,32.117,segment
2014-04-08T21:42:46.9340000,31.204,segment
2014-04-08T21:44:43.1010000,26.46,segment
2014-04-08T21:45:27.6630000,32.847,segment
2014-04-08T21:46:47.8820000,48.905,segment
2014-04-08T21:48:58.2840000,51.095,segment
2014-04-08T21:50:16.8610000,111.496,segment
2014-04-08T21:54:48.7950000,70.62,segment
2014-04-08T21:56:53.6120000,30.657,segment
2014-04-08T21:59:26.3130000,54.015,segment
2014-04-08T22:00:37.7360000,45.073,segment
2014-04-08T22:06:34.2690000,25.182,segment
2014-04-08T22:11:01.8610000,79.197,segment
2014-04-08T22:13:25.5100000,62.226,segment
2014-04-08T22:17:03.0280000,41.058,segment
2014-04-08T22:18:17.1890000,28.285,segment
2014-04-08T22:20:21.4960000,35.949,segment
2014-04-08T22:30:43.1380000,32.299,segment
2014-04-08T22:31:58.3030000,46.667000,segment
2014-04-08T22:33:14.7880000,27.636000,segment
2014-04-08T22:39:57.2620000,25.212000,segment
2014-04-08T22:41:04.8530000,16.242000,segment
2014-04-08T22:43:39.9270000,24.606000,segment
2014-04-08T23:01:53.0280000,40.485000,segment
2014-04-08T23:03:48.6120000,38.869,segment
2014-04-08T23:05:57.6630000,80.109,segment
2014-04-08T23:11:59.5990000,76.848000,segment
2014-04-08T23:13:39.0140000,47.81,segment
2014-04-08T23:16:50.1820000,70.073,segment
2014-04-08T23:18:27.1760000,29.697000,segment
