Onset,Duration,Annotation
2014-04-08T21:20:53.0070000,185.219,segment
2014-04-08T21:24:00.4520000,130.474,segment
2014-04-08T21:26:13.0620000,364.964,segment
2014-04-08T21:32:22.8240000,116.788,segment
2014-04-08T21:34:22.2040000,36.405000,segment
2014-04-08T21:34:59.0650000,53.832000,segment
2014-04-08T21:35:55.0870000,198.905000,segment
2014-04-08T21:39:18.4080000,83.577000,segment
2014-04-08T21:40:43.4810000,29.653000,segment
2014-04-08T21:41:52.3500000,89.599,segment
2014-04-08T21:43:56.6200000,37.591,segment
2014-04-08T21:44:37.1670000,56.752,segment
2014-04-08T21:45:43.0070000,29.927,segment
2014-04-08T21:46:15.7440000,106.387,segment
2014-04-08T21:48:50.5980000,30.474,segment
2014-04-08T21:49:54.5760000,157.299,segment
2014-04-08T21:52:34.3570000,35.219,segment
2014-04-08T21:54:24.2480000,138.139,segment
2014-04-08T21:57:20.8540000,125.365,segment
2014-04-08T22:00:07.1310000,63.869,segment
2014-04-08T22:01:13.4810000,102.555000,segment
2014-04-08T22:04:32.4590000,18.978000,segment
2014-04-08T22:04:54.8310000,45.620000,segment
2014-04-08T22:10:45.0130000,25.182000,segment
2014-04-08T22:11:15.2320000,22.810000,segment
2014-04-08T22:11:46.4370000,58.212000,segment
2014-04-08T22:13:20.2320000,33.577000,segment
2014-04-08T22:15:44.0650000,146.715,segment
2014-04-08T22:18:14.0650000,46.350000,segment
2014-04-08T22:19:03.1890000,18.431000,segment
2014-04-08T22:19:38.6270000,91.241,segment
2014-04-08T22:21:13.3350000,43.066,segment
2014-04-08T22:23:03.0070000,34.124000,segment
2014-04-08T22:24:22.4590000,37.956,segment
2014-04-08T22:25:36.2180000,81.934,segment
2014-04-08T22:27:01.5100000,114.416,segment
2014-04-08T22:28:59.0290000,59.489,segment
2014-04-08T22:30:01.8750000,32.299000,segment
2014-04-08T22:30:49.4660000,74.818000,segment
2014-04-08T22:32:52.1300000,97.445000,segment
2014-04-08T22:34:31.3640000,44.708000,segment
2014-04-08T22:36:57.7510000,68.613,segment
2014-04-08T22:38:08.6990000,31.569000,segment
2014-04-08T22:38:48.0430000,32.664000,segment
2014-04-08T22:39:23.8460000,26.277000,segment
2014-04-08T22:39:54.5390000,31.934000,segment
2014-04-08T22:40:43.1530000,62.226000,segment
2014-04-08T22:41:59.5030000,64.781000,segment
2014-04-08T22:43:13.6270000,96.533,segment
2014-04-08T22:49:59.4120000,287.865000,segment
2014-04-08T22:54:51.1450000,99.088000,segment
2014-04-08T22:57:36.3280000,53.65,segment
2014-04-08T22:58:50.3790000,66.788,segment
2014-04-08T23:00:09.3750000,34.215000,segment
2014-04-08T23:00:55.5800000,21.989000,segment
2014-04-08T23:01:19.9780000,53.102,segment
2014-04-08T23:05:14.8680000,79.927,segment
2014-04-08T23:07:17.9150000,55.109000,segment
2014-04-08T23:08:15.6710000,34.215000,segment
2014-04-08T23:11:41.2910000,62.774000,segment
2014-04-08T23:13:55.5250000,52.555000,segment
2014-04-08T23:15:00.0870000,44.891000,segment
