Onset,Duration,Annotation
2014-04-08T21:22:42.9560000,43.613,segment
2014-04-08T21:23:53.9780000,12.226000,segment
2014-04-08T21:24:08.3210000,10.036000,segment
2014-04-08T21:26:05.9480000,34.672,segment
2014-04-08T21:28:39.0860000,36.770000,segment
2014-04-08T21:29:20.4740000,28.65,segment
2014-04-08T21:29:57.9190000,28.102,segment
2014-04-08T21:30:50.0720000,58.577,segment
2014-04-08T21:32:35.6200000,28.65,segment
2014-04-08T21:33:42.6640000,46.715,segment
2014-04-08T21:37:30.6930000,35.401000,segment
2014-04-08T21:38:55.4370000,24.818,segment
2014-04-08T21:39:28.0650000,28.467,segment
2014-04-08T21:39:59.5620000,85.036,segment
2014-04-08T21:42:33.1750000,31.752,segment
2014-04-08T21:43:16.4590000,40.328,segment
2014-04-08T21:44:37.1160000,90.511,segment
2014-04-08T21:46:13.7950000,58.029000,segment
2014-04-08T21:47:13.6860000,35.766000,segment
2014-04-08T21:47:58.0290000,19.891000,segment
2014-04-08T21:48:20.4370000,71.898000,segment
2014-04-08T21:49:34.2150000,29.197000,segment
2014-04-08T21:50:13.4670000,53.467,segment
2014-04-08T21:51:09.9260000,50.821000,segment
2014-04-08T21:52:05.1270000,54.288000,segment
2014-04-08T21:55:02.7550000,55.566000,segment
2014-04-08T21:58:39.0870000,50.547,segment
2014-04-08T21:59:32.4810000,22.445,segment
2014-04-08T22:04:57.4450000,57.664,segment
2014-04-08T22:16:13.7950000,52.555,segment
2014-04-08T22:20:56.4230000,44.161,segment
2014-04-08T22:26:28.7590000,47.445,segment
2014-04-08T22:27:47.0070000,28.102,segment
2014-04-08T22:31:09.3790000,34.672,segment
2014-04-08T22:36:42.4450000,51.46,segment
2014-04-08T22:44:00.5470000,68.066,segment
2014-04-08T22:45:27.8460000,39.234,segment
2014-04-08T22:46:14.1600000,29.927,segment
2014-04-08T22:46:45.9120000,38.686,segment
2014-04-08T22:48:08.0460000,31.569000,segment
2014-04-08T22:53:15.5830000,47.628000,segment
2014-04-08T22:54:13.6860000,23.358,segment
2014-04-08T22:56:03.0280000,25.456000,segment
2014-04-08T22:56:53.3210000,31.569,segment
2014-04-08T22:59:11.6780000,54.927,segment
2014-04-08T23:01:53.1380000,59.854,segment
2014-04-08T23:05:46.0210000,78.467,segment
2014-04-08T23:07:46.3860000,58.212,segment
2014-04-08T23:10:08.6490000,43.066,segment
2014-04-08T23:11:19.3430000,29.745,segment
2014-04-08T23:18:08.6490000,21.533,segment
2014-04-08T23:18:54.9630000,22.445,segment
