Onset,Duration,Annotation
2014-04-08T21:23:36.2620000,74.818,segment
2014-04-08T21:25:01.0070000,23.723,segment
2014-04-08T21:25:54.7290000,78.285,segment
2014-04-08T21:27:17.0290000,20.438,segment
2014-04-08T21:27:42.2110000,82.117,segment
2014-04-08T21:29:26.7000000,65.146,segment
2014-04-08T21:30:56.9190000,39.234,segment
2014-04-08T21:32:32.7590000,163.869,segment
2014-04-08T21:35:50.6050000,54.38,segment
2014-04-08T21:36:48.1240000,22.08,segment
2014-04-08T21:37:12.3570000,68.796,segment
2014-04-08T21:38:27.3570000,89.964,segment
2014-04-08T21:40:15.1670000,35.036,segment
2014-04-08T21:41:21.8830000,111.679,segment
2014-04-08T21:44:11.8830000,53.65,segment
2014-04-08T21:45:35.3500000,50.912,segment
2014-04-08T21:47:14.8020000,18.431,segment
2014-04-08T21:47:52.9040000,103.65,segment
2014-04-08T21:49:40.7510000,52.92,segment
2014-04-08T21:50:54.2550000,50.182,segment
2014-04-08T21:51:52.7950000,33.394,segment
2014-04-08T21:52:45.2040000,193.431,segment
2014-04-08T21:56:03.5610000,38.869,segment
2014-04-08T21:56:53.4150000,136.679,segment
2014-04-08T21:59:22.7950000,70.438,segment
2014-04-08T22:00:38.4520000,114.234,segment
2014-04-08T22:02:47.3570000,40.146,segment
2014-04-08T22:04:07.3570000,82.664,segment
2014-04-08T22:06:50.9700000,149.088,segment
2014-04-08T22:09:30.2040000,19.161,segment
2014-04-08T22:10:36.4080000,35.949,segment
2014-04-08T22:11:13.8530000,55.839,segment
2014-04-08T22:12:13.7800000,82.117,segment
2014-04-08T22:14:46.1530000,30.292,segment
2014-04-08T22:15:16.9560000,72.263,segment
2014-04-08T22:18:47.0650000,44.161,segment
2014-04-08T22:19:34.7660000,43.978,segment
2014-04-08T22:20:49.7660000,90.328,segment
2014-04-08T22:22:50.5690000,84.307,segment
2014-04-08T22:24:17.2480000,110.219,segment
2014-04-08T22:26:14.4740000,28.65,segment
2014-04-08T22:27:06.3040000,112.242000,segment
2014-04-08T22:29:09.7290000,29.562,segment
2014-04-08T22:30:51.4810000,83.942,segment
2014-04-08T22:34:03.6340000,37.226,segment
2014-04-08T22:34:43.6710000,171.35,segment
2014-04-08T22:37:57.9410000,26.277,segment
2014-04-08T22:38:29.1090000,57.299,segment
2014-04-08T22:39:33.4880000,70.255,segment
2014-04-08T22:41:08.8530000,104.745,segment
2014-04-08T22:43:41.5180000,77.19,segment
2014-04-08T22:45:01.3720000,106.934,segment
2014-04-08T22:46:51.2620000,22.628,segment
2014-04-08T22:47:17.3940000,19.161,segment
2014-04-08T22:49:29.3640000,88.139,segment
2014-04-08T22:51:57.2480000,62.956,segment
2014-04-08T22:53:02.7590000,102.372,segment
2014-04-08T22:54:47.3750000,198.449,segment
2014-04-08T22:58:10.3500000,244.069,segment
2014-04-08T23:02:26.6640000,32.299,segment
2014-04-08T23:03:07.1380000,99.453,segment
2014-04-08T23:04:56.7730000,204.836,segment
2014-04-08T23:08:26.4080000,22.993,segment
2014-04-08T23:08:52.3570000,47.81,segment
2014-04-08T23:09:45.3500000,64.781,segment
2014-04-08T23:11:51.0790000,48.905,segment
2014-04-08T23:12:41.2620000,90.693,segment
2014-04-08T23:14:14.5100000,63.504,segment
2014-04-08T23:16:26.4080000,101.46,segment
2014-04-08T23:18:15.3500000,44.526,segment
