Onset,Duration,Annotation
2014-04-08T21:19:37.3500000,18.157,segment
2014-04-08T21:20:58.2260000,28.011,segment
2014-04-08T21:21:28.2620000,45.164,segment
2014-04-08T21:22:31.1820000,28.832,segment
2014-04-08T21:25:15.6530000,56.752,segment
2014-04-08T21:26:16.3460000,63.595,segment
2014-04-08T21:27:24.6860000,110.766,segment
2014-04-08T21:29:32.3500000,62.774,segment
2014-04-08T21:30:36.0000000,17.153,segment
2014-04-08T21:31:08.7270000,75.758000,segment
2014-04-08T21:32:52.6050000,24.606000,segment
2014-04-08T21:33:51.1310000,33.455000,segment
2014-04-08T21:36:39.2840000,89.781,segment
2014-04-08T21:39:38.7190000,15.152000,segment
2014-04-08T21:39:58.4760000,20.848000,segment
2014-04-08T21:41:25.9500000,21.091000,segment
2014-04-08T21:41:54.2340000,21.697000,segment
2014-04-08T21:43:33.4750000,19.515000,segment
2014-04-08T21:43:53.7170000,28.485000,segment
2014-04-08T21:46:50.2330000,85.401,segment
2014-04-08T21:48:19.9050000,35.401,segment
2014-04-08T21:50:04.4670000,40.328,segment
2014-04-08T21:51:21.3280000,76.364000,segment
2014-04-08T21:52:41.4490000,21.212000,segment
2014-04-08T21:53:14.4180000,39.515000,segment
2014-04-08T21:54:04.8680000,29.38,segment
2014-04-08T21:57:17.9340000,27.19,segment
2014-04-08T21:59:44.2480000,52.555,segment
2014-04-08T22:06:01.7920000,24.848000,segment
2014-04-08T22:09:08.1530000,36.131,segment
2014-04-08T22:09:53.4450000,29.562,segment
2014-04-08T22:11:22.6150000,18.061000,segment
2014-04-08T22:11:58.2260000,28.848000,segment
2014-04-08T22:12:39.3430000,65.091000,segment
2014-04-08T22:14:15.9490000,36.727000,segment
2014-04-08T22:19:56.5830000,32.364000,segment
2014-04-08T22:20:39.9760000,39.879000,segment
2014-04-08T22:21:28.3400000,21.818000,segment
2014-04-08T22:22:14.6430000,22.667000,segment
2014-04-08T22:22:40.3400000,19.636000,segment
2014-04-08T22:26:09.5310000,17.939000,segment
2014-04-08T22:26:27.9560000,18.303000,segment
2014-04-08T22:27:33.3180000,30.667000,segment
2014-04-08T22:28:05.0750000,17.818000,segment
2014-04-08T22:28:23.3780000,14.909000,segment
2014-04-08T22:28:38.8930000,18.182000,segment
2014-04-08T22:29:54.8680000,37.044,segment
2014-04-08T22:33:09.5760000,32.299,segment
2014-04-08T22:35:42.2040000,36.314,segment
2014-04-08T22:37:56.7290000,25.576000,segment
2014-04-08T22:38:31.6380000,55.879000,segment
2014-04-08T22:42:54.6730000,37.455000,segment
2014-04-08T22:44:16.1820000,32.847,segment
2014-04-08T22:53:59.1020000,53.102,segment
2014-04-08T22:56:21.7290000,33.577,segment
2014-04-08T22:57:20.6350000,26.642,segment
2014-04-08T22:58:21.2910000,27.879000,segment
2014-04-08T22:59:02.2600000,18.061000,segment
2014-04-08T23:01:18.2620000,35.949,segment
2014-04-08T23:01:55.2700000,33.577,segment
2014-04-08T23:02:29.8680000,30.109,segment
2014-04-08T23:04:07.6050000,73.358,segment
2014-04-08T23:06:51.6200000,57.847,segment
2014-04-08T23:08:34.1750000,64.051,segment
