Onset,Duration,Annotation
2014-04-08T21:19:34.0000000,28.488,segment
2014-04-08T21:20:29.2190000,35.707,segment
2014-04-08T21:21:11.3650000,23.61,segment
2014-04-08T21:22:22.1950000,53.073,segment
2014-04-08T21:23:18.9750000,26.732,segment
2014-04-08T21:24:23.0730000,22.244,segment
2014-04-08T21:25:10.1950000,91.512,segment
2014-04-08T21:26:41.5120000,41.951,segment
2014-04-08T21:27:26.4870000,21.268,segment
2014-04-08T21:28:33.4140000,74.537,segment
2014-04-08T21:30:04.3410000,33.756,segment
2014-04-08T21:30:54.8780000,44.683,segment
2014-04-08T21:31:42.7800000,59.122,segment
2014-04-08T21:32:44.4390000,90.146,segment
2014-04-08T21:34:59.2680000,64.78,segment
2014-04-08T21:36:21.3170000,46.049,segment
2014-04-08T21:37:33.2190000,67.122,segment
2014-04-08T21:39:11.3650000,24.78,segment
2014-04-08T21:40:16.4390000,28.683,segment
2014-04-08T21:40:47.2680000,157.659,segment
2014-04-08T21:43:35.7560000,19.707,segment
2014-04-08T21:44:02.4870000,21.463,segment
2014-04-08T21:45:21.5120000,85.463,segment
2014-04-08T21:46:59.2680000,21.268,segment
2014-04-08T21:47:26.9750000,41.561,segment
2014-04-08T21:48:11.1700000,31.024,segment
2014-04-08T21:48:46.9750000,33.756,segment
2014-04-08T21:49:46.4870000,40.78,segment
2014-04-08T21:50:30.3900000,61.463,segment
2014-04-08T21:51:34.3900000,50.732,segment
2014-04-08T21:52:57.3170000,22.829,segment
2014-04-08T21:53:24.9260000,40,segment
2014-04-08T21:54:31.3650000,77.073,segment
2014-04-08T21:55:51.3650000,20.878,segment
2014-04-08T21:56:14.0000000,87.024,segment
2014-04-08T21:57:53.3170000,89.171,segment
2014-04-08T21:59:39.5600000,35.707,segment
2014-04-08T22:00:15.7560000,148.878,segment
2014-04-08T22:02:49.8040000,49.366,segment
2014-04-08T22:03:39.2680000,161.366,segment
2014-04-08T22:06:22.8780000,73.366,segment
2014-04-08T22:07:36.6340000,84.098,segment
2014-04-08T22:09:01.7070000,50.732,segment
2014-04-08T22:10:55.6580000,15.024,segment
2014-04-08T22:11:32.0480000,26.927,segment
2014-04-08T22:12:29.8040000,163.317,segment
2014-04-08T22:16:01.0240000,96.39,segment
2014-04-08T22:17:39.2680000,159.61,segment
2014-04-08T22:20:27.6580000,46.634,segment
2014-04-08T22:21:30.8780000,59.902,segment
2014-04-08T22:23:06.7940000,24.606000,segment
2014-04-08T22:23:38.1460000,214.634,segment
2014-04-08T22:28:21.4140000,97.561,segment
2014-04-08T22:30:04.5360000,17.951,segment
2014-04-08T22:32:51.2680000,55.805,segment
2014-04-08T22:33:49.3170000,35.317,segment
2014-04-08T22:34:26.0000000,21.659,segment
2014-04-08T22:35:13.3170000,21.073,segment
2014-04-08T22:37:11.6580000,46.439,segment
2014-04-08T22:39:35.7560000,32.195,segment
2014-04-08T22:41:05.8040000,14.829,segment
2014-04-08T22:44:05.1210000,68.293,segment
2014-04-08T22:46:39.2680000,44.683,segment
2014-04-08T22:47:26.3900000,39.61,segment
2014-04-08T22:48:18.4870000,30.182000,segment
2014-04-08T22:50:07.5600000,63.415,segment
2014-04-08T22:51:33.8040000,110.829,segment
2014-04-08T22:54:05.8040000,49.366,segment
2014-04-08T22:55:02.0000000,77.463,segment
2014-04-08T22:56:56.7310000,76.488,segment
2014-04-08T22:58:19.4630000,23.415,segment
2014-04-08T22:58:49.2190000,48.585,segment
2014-04-08T23:00:23.2680000,77.073,segment
2014-04-08T23:02:55.8530000,56,segment
2014-04-08T23:03:57.9020000,32,segment
2014-04-08T23:07:00.3410000,232.195,segment
2014-04-08T23:10:58.1950000,45.463,segment
2014-04-08T23:12:30.7800000,108.878,segment
2014-04-08T23:14:22.9750000,133.073,segment
