Onset,Duration,Annotation
2014-04-08T21:21:42.3030000,7.758000,segment
2014-04-08T21:23:21.9400000,10.667000,segment
2014-04-08T21:24:04.7280000,34.672,segment
2014-04-08T21:25:25.8180000,15.879000,segment
2014-04-08T21:26:00.2430000,14.061000,segment
2014-04-08T21:27:04.3030000,9.939000,segment
2014-04-08T21:27:44.1210000,6.667000,segment
2014-04-08T21:28:34.6190000,32.000000,segment
2014-04-08T21:29:21.1640000,8.121000,segment
2014-04-08T21:29:35.6960000,9.576000,segment
2014-04-08T21:29:59.4670000,13.576000,segment
2014-04-08T21:30:31.5670000,30.667000,segment
2014-04-08T21:31:06.0120000,11.515000,segment
2014-04-08T21:31:17.7700000,30.061000,segment
2014-04-08T21:31:54.6060000,6.909000,segment
2014-04-08T21:32:49.8740000,13.939000,segment
2014-04-08T21:33:07.5700000,10.061000,segment
2014-04-08T21:33:33.2690000,54.545000,segment
2014-04-08T21:34:31.8090000,36.496,segment
2014-04-08T21:35:12.7840000,11.030000,segment
2014-04-08T21:35:29.7530000,9.576000,segment
2014-04-08T21:35:54.1170000,9.091000,segment
2014-04-08T21:36:13.6320000,22.061000,segment
2014-04-08T21:36:41.9550000,20.803,segment
2014-04-08T21:37:28.2670000,47.152000,segment
2014-04-08T21:38:21.1150000,20.803,segment
2014-04-08T21:39:13.9990000,20.255,segment
2014-04-08T21:39:41.9630000,12.364000,segment
2014-04-08T21:40:34.6560000,63.139,segment
2014-04-08T21:41:44.4000000,27.555,segment
2014-04-08T21:42:18.4840000,19.273000,segment
2014-04-08T21:43:59.1080000,15.146,segment
2014-04-08T21:49:28.1590000,26.667000,segment
2014-04-08T21:59:15.6740000,11.879000,segment
2014-04-08T23:01:55.6410000,22.263,segment
