Onset,Duration,Annotation
2014-04-08T22:06:54.6400000,32.482000,segment
2014-04-08T22:07:32.2320000,130.549,segment
2014-04-08T22:09:55.1160000,56.059,segment
2014-04-08T22:11:19.7500000,69.526000,segment
2014-04-08T22:16:59.8230000,189.325000,segment
2014-04-08T22:20:30.4990000,46.989000,segment
2014-04-08T22:22:04.5690000,69.014,segment
2014-04-08T22:24:30.5910000,44.525,segment
2014-04-08T22:34:02.6350000,74.89,segment
2014-04-08T22:36:21.5400000,42.919,segment
2014-04-08T22:37:15.7730000,59.124,segment
2014-04-08T22:38:36.9050000,203.284,segment
2014-04-08T22:42:53.9120000,59.854000,segment
2014-04-08T22:46:23.2550000,78.54,segment
2014-04-08T22:47:52.2330000,93.978000,segment
2014-04-08T22:50:03.8020000,66.789,segment
2014-04-08T22:51:46.9050000,45.693,segment
2014-04-08T22:52:59.0580000,108.978,segment
2014-04-08T22:55:17.8900000,42.774,segment
2014-04-08T22:56:08.3280000,224.088,segment
2014-04-08T23:00:53.6200000,108.358,segment
2014-04-08T23:07:14.6420000,141.788,segment
2014-04-08T23:09:49.1310000,193.686,segment
2014-04-08T23:13:10.2620000,194.562,segment
2014-04-08T23:16:39.9340000,102.701,segment
