Onset,Duration,Annotation
2014-04-08T21:20:18.6360000,34.667,segment
2014-04-08T21:21:07.9690000,34.667,segment
2014-04-08T21:21:45.9090000,34.545,segment
2014-04-08T21:22:29.3030000,113.636,segment
2014-04-08T21:24:51.2890000,36.364,segment
2014-04-08T21:25:30.8040000,30.303,segment
2014-04-08T21:27:04.6290000,172.261000,segment
2014-04-08T21:29:59.6860000,66.15,segment
2014-04-08T21:31:24.1990000,42.303,segment
2014-04-08T21:32:41.8960000,15.879,segment
2014-04-08T21:33:02.8660000,42.424,segment
2014-04-08T21:34:32.3200000,38.909,segment
2014-04-08T21:35:24.0780000,13.939,segment
2014-04-08T21:35:46.6730000,89.212,segment
2014-04-08T21:37:27.2150000,73.718000,segment
2014-04-08T21:42:18.3870000,38.303,segment
2014-04-08T21:46:33.8580000,40.848,segment
2014-04-08T21:47:18.1000000,87.758,segment
2014-04-08T21:48:49.9790000,89.697,segment
2014-04-08T21:50:25.9790000,78.667,segment
2014-04-08T21:58:19.3170000,57.576,segment
2014-04-08T22:14:39.1280000,30.424,segment
2014-04-08T22:33:06.4560000,78.467,segment
2014-04-08T22:36:47.7150000,121.807,segment
2014-04-08T22:42:01.4010000,73.449,segment
2014-04-08T22:50:25.9630000,65.693,segment
2014-04-08T22:51:44.8540000,16.97,segment
2014-04-08T22:52:12.0050000,80.242,segment
2014-04-08T22:58:57.0620000,72,segment
2014-04-08T23:00:54.5210000,106.296,segment
2014-04-08T23:05:25.5070000,77.555,segment
2014-04-08T23:08:57.5490000,44,segment
2014-04-08T23:10:12.7010000,34.545,segment
2014-04-08T23:10:53.9130000,30.788,segment
2014-04-08T23:11:27.1250000,21.212,segment
2014-04-08T23:11:51.6100000,44.848,segment
2014-04-08T23:13:12.1780000,35.515,segment
2014-04-08T23:13:57.8740000,20.242,segment
2014-04-08T23:14:35.0870000,36.848,segment
2014-04-08T23:15:23.5710000,65.212,segment
