Onset,Duration,Annotation
2014-04-08T21:20:38.2920000,25.171,segment
2014-04-08T21:21:18.0970000,41.171,segment
2014-04-08T21:22:37.8040000,134.049,segment
2014-04-08T21:25:43.4630000,34.537,segment
2014-04-08T21:26:23.2680000,60.878,segment
2014-04-08T21:27:42.2920000,25.561,segment
2014-04-08T21:28:36.6340000,37.073,segment
2014-04-08T21:30:41.9020000,36.683,segment
2014-04-08T21:31:56.6820000,221.463,segment
2014-04-08T21:35:41.8040000,21.463,segment
2014-04-08T21:36:55.2190000,52.488,segment
2014-04-08T21:37:52.6820000,51.707,segment
2014-04-08T21:39:12.5850000,37.659,segment
2014-04-08T21:39:53.7560000,65.366,segment
2014-04-08T21:41:37.4630000,63.415,segment
2014-04-08T21:43:37.1700000,29.854,segment
2014-04-08T21:44:47.0240000,56.195,segment
2014-04-08T21:45:44.0000000,45.659,segment
2014-04-08T21:51:42.3410000,53.073,segment
2014-04-08T21:53:25.1700000,90.146,segment
2014-04-08T21:56:14.9260000,51.707,segment
2014-04-08T21:58:25.4630000,47.805,segment
2014-04-08T21:59:19.5120000,17.561,segment
2014-04-08T21:59:37.5600000,56.195,segment
2014-04-08T22:01:07.2190000,52.293,segment
2014-04-08T22:05:48.9750000,57.561,segment
2014-04-08T22:07:03.8040000,45.463,segment
2014-04-08T22:10:15.2190000,43.317,segment
2014-04-08T22:12:21.1700000,98.927,segment
2014-04-08T22:14:41.2680000,117.659,segment
2014-04-08T22:17:19.1210000,92.683,segment
2014-04-08T22:18:57.2680000,43.122,segment
2014-04-08T22:19:44.6820000,22.829,segment
2014-04-08T22:21:07.6090000,19.512,segment
2014-04-08T22:22:50.2430000,61.268,segment
2014-04-08T22:24:27.6090000,29.659,segment
2014-04-08T22:25:06.4390000,81.951,segment
2014-04-08T22:26:30.5360000,31.22,segment
2014-04-08T22:27:44.3900000,26.927,segment
2014-04-08T22:28:17.6580000,92.098,segment
2014-04-08T22:30:23.9020000,35.317,segment
2014-04-08T22:31:01.8530000,26.927,segment
2014-04-08T22:32:23.3170000,94.244,segment
2014-04-08T22:34:35.2190000,38.049,segment
2014-04-08T22:36:02.9260000,122.537,segment
2014-04-08T22:41:53.9510000,75.730000,segment
2014-04-08T22:43:13.2150000,65.876000,segment
2014-04-08T22:45:22.7310000,27.512,segment
2014-04-08T22:45:55.1210000,21.463,segment
2014-04-08T22:48:16.3900000,102.244,segment
2014-04-08T22:50:35.7070000,78.829,segment
2014-04-08T22:54:01.2680000,32.976,segment
2014-04-08T22:55:00.8780000,27.707,segment
2014-04-08T22:56:08.0000000,38.049,segment
2014-04-08T22:58:49.2680000,59.122,segment
2014-04-08T23:01:08.3900000,108.878,segment
2014-04-08T23:03:24.9750000,41.241000,segment
2014-04-08T23:04:08.4050000,114.599000,segment
2014-04-08T23:06:46.1460000,90.146,segment
2014-04-08T23:09:42.4390000,68.098,segment
2014-04-08T23:10:58.9260000,32,segment
2014-04-08T23:13:04.0000000,215.61,segment
2014-04-08T23:17:24.0970000,88.585,segment
2014-04-08T23:19:09.8530000,31.024,segment
