Onset,Duration,Annotation
2014-04-08T21:20:02.7370000,217.153000,segment
2014-04-08T21:23:56.7880000,37.226000,segment
2014-04-08T21:24:42.0070000,71.168000,segment
2014-04-08T21:26:12.7730000,72.263000,segment
2014-04-08T21:28:18.1750000,105.109000,segment
2014-04-08T21:30:14.4160000,72.080000,segment
2014-04-08T21:31:36.0580000,35.036000,segment
2014-04-08T21:32:28.4300000,22.993000,segment
2014-04-08T21:33:00.9480000,21.533000,segment
2014-04-08T21:33:40.9480000,50.730000,segment
2014-04-08T21:35:13.9410000,29.197000,segment
2014-04-08T21:35:47.3720000,16.423000,segment
2014-04-08T21:37:03.1750000,33.394000,segment
2014-04-08T21:37:51.7510000,84.124000,segment
2014-04-08T21:39:28.3570000,27.920000,segment
2014-04-08T21:43:11.0580000,143.248000,segment
2014-04-08T21:45:44.2700000,59.307000,segment
2014-04-08T21:47:07.1160000,73.175000,segment
2014-04-08T21:48:37.6270000,35.036000,segment
2014-04-08T21:49:25.4010000,37.774000,segment
2014-04-08T21:50:06.5690000,94.161000,segment
2014-04-08T21:51:56.7880000,79.562000,segment
2014-04-08T21:54:06.6420000,22.080000,segment
2014-04-08T21:54:50.2550000,28.832000,segment
2014-04-08T21:55:35.6930000,18.431000,segment
2014-04-08T21:56:15.0000000,151.460000,segment
2014-04-08T21:58:51.5690000,40.876000,segment
2014-04-08T22:00:22.9190000,29.197000,segment
2014-04-08T22:01:04.9270000,36.861000,segment
2014-04-08T22:02:52.0070000,39.234000,segment
2014-04-08T22:03:34.9270000,29.745000,segment
2014-04-08T22:04:39.3060000,29.745000,segment
2014-04-08T22:05:21.2400000,41.606000,segment
2014-04-08T22:06:08.1020000,44.708000,segment
2014-04-08T22:07:06.3500000,33.212000,segment
2014-04-08T22:09:22.1890000,64.416000,segment
2014-04-08T22:10:30.4740000,42.518000,segment
2014-04-08T22:11:16.2040000,24.453000,segment
2014-04-08T22:11:54.1240000,22.445000,segment
2014-04-08T22:12:59.2330000,29.197000,segment
2014-04-08T22:13:42.8830000,36.496000,segment
2014-04-08T22:14:32.1160000,24.453000,segment
2014-04-08T22:15:16.3130000,24.270000,segment
2014-04-08T22:15:58.1380000,26.642000,segment
2014-04-08T22:16:36.2400000,81.387000,segment
2014-04-08T22:18:06.5690000,62.409000,segment
2014-04-08T22:19:22.7000000,25.182000,segment
2014-04-08T22:20:15.1450000,47.810000,segment
2014-04-08T22:21:14.1240000,25.547000,segment
2014-04-08T22:22:34.1240000,36.314000,segment
2014-04-08T22:23:26.6420000,20.255000,segment
2014-04-08T22:25:15.6930000,29.380000,segment
2014-04-08T22:26:04.2700000,29.927000,segment
2014-04-08T22:26:46.0940000,39.781000,segment
2014-04-08T22:27:41.6050000,27.007000,segment
2014-04-08T22:29:08.1020000,33.759000,segment
2014-04-08T22:29:54.7810000,38.321000,segment
2014-04-08T22:30:46.5690000,42.883000,segment
2014-04-08T22:32:15.1450000,32.482000,segment
2014-04-08T22:33:01.1670000,98.358000,segment
2014-04-08T22:34:44.3790000,101.095000,segment
2014-04-08T22:36:34.0510000,25.000000,segment
2014-04-08T22:37:35.6930000,34.124000,segment
2014-04-08T22:38:20.5470000,64.781000,segment
2014-04-08T22:40:15.7110000,262.774000,segment
2014-04-08T22:45:54.8170000,106.022000,segment
2014-04-08T22:49:36.2770000,41.241000,segment
2014-04-08T22:50:20.9850000,38.321000,segment
2014-04-08T22:51:36.2040000,60.036000,segment
2014-04-08T22:52:45.8020000,92.701000,segment
2014-04-08T22:55:12.7370000,99.453000,segment
2014-04-08T22:57:43.0650000,129.197000,segment
2014-04-08T22:59:57.6640000,122.628000,segment
2014-04-08T23:02:45.0360000,78.650000,segment
2014-04-08T23:05:49.0510000,34.672000,segment
2014-04-08T23:08:23.2840000,30.109000,segment
2014-04-08T23:10:02.8460000,30.292000,segment
2014-04-08T23:11:06.8970000,26.642000,segment
2014-04-08T23:11:46.3500000,65.146000,segment
2014-04-08T23:14:17.3720000,46.715000,segment
2014-04-08T23:15:55.2550000,37.226000,segment
