Onset,Duration,Annotation
2014-04-08T21:21:22.4080000,59.672,segment
2014-04-08T21:23:00.7660000,53.467,segment
2014-04-08T21:24:02.3350000,61.131,segment
2014-04-08T21:25:17.0430000,24.088,segment
2014-04-08T21:25:45.5650000,68.613000,segment
2014-04-08T21:26:57.0980000,71.533000,segment
2014-04-08T21:28:13.4480000,100.365000,segment
2014-04-08T21:30:30.4010000,167.427000,segment
2014-04-08T21:33:28.5000000,218.066000,segment
2014-04-08T21:37:10.4520000,251.369000,segment
2014-04-08T21:41:28.2470000,51.642000,segment
2014-04-08T21:42:27.4630000,215.328,segment
2014-04-08T21:46:34.6520000,39.781000,segment
2014-04-08T21:47:22.4990000,32.117000,segment
2014-04-08T21:48:00.4180000,94.891000,segment
2014-04-08T21:49:46.5140000,91.697,segment
2014-04-08T21:51:27.4270000,30.566,segment
2014-04-08T21:52:30.4740000,134.124,segment
2014-04-08T21:54:52.7180000,156.934,segment
2014-04-08T21:58:13.3570000,76.642,segment
2014-04-08T22:00:16.4410000,188.869,segment
2014-04-08T22:03:37.5360000,48.814,segment
2014-04-08T22:04:48.5210000,37.865,segment
2014-04-08T22:05:31.9520000,87.591,segment
2014-04-08T22:07:06.9340000,88.504,segment
2014-04-08T22:08:43.7400000,92.153,segment
2014-04-08T22:11:01.1490000,56.113,segment
2014-04-08T22:12:03.7400000,195.712,segment
2014-04-08T22:16:55.5290000,52.007,segment
2014-04-08T22:17:50.0910000,114.051,segment
2014-04-08T22:19:54.2700000,41.058,segment
2014-04-08T22:20:42.1710000,57.938,segment
2014-04-08T22:22:24.0870000,216.241,segment
2014-04-08T22:26:04.9810000,29.197,segment
2014-04-08T22:27:10.1270000,39.234,segment
2014-04-08T22:28:28.0470000,48.814,segment
2014-04-08T22:29:23.2480000,93.522,segment
2014-04-08T22:31:06.7150000,75.274,segment
2014-04-08T22:32:25.4560000,34.672,segment
2014-04-08T22:33:59.9810000,77.099,segment
2014-04-08T22:35:29.4890000,129.562,segment
2014-04-08T22:37:48.2660000,62.5,segment
2014-04-08T22:39:24.2330000,27.92,segment
2014-04-08T22:39:52.9010000,101.277,segment
2014-04-08T22:41:42.4810000,69.799,segment
2014-04-08T22:43:26.1310000,29.197,segment
2014-04-08T22:43:58.3390000,36.496,segment
2014-04-08T22:44:41.9520000,36.496,segment
2014-04-08T22:45:24.6530000,72.993,segment
2014-04-08T22:46:44.3060000,52.007,segment
2014-04-08T22:47:42.9740000,40.602,segment
2014-04-08T22:49:10.2000000,92.609,segment
2014-04-08T22:50:52.9370000,137.318,segment
2014-04-08T22:55:18.7950000,39.599,segment
2014-04-08T22:57:23.6860000,131.934,segment
2014-04-08T22:59:49.9630000,108.577,segment
2014-04-08T23:01:45.0360000,128.467,segment
2014-04-08T23:10:11.5690000,29.562,segment
2014-04-08T23:13:03.6130000,26.095,segment
2014-04-08T23:17:44.6350000,58.029,segment
