Onset,Duration,Annotation
2014-04-08T21:20:51.0210000,624.088,segment
2014-04-08T21:32:02.7920000,39.636000,segment
2014-04-08T21:32:44.4890000,139.273000,segment
2014-04-08T21:36:43.1750000,46.545000,segment
2014-04-08T21:37:34.3260000,56.000000,segment
2014-04-08T21:38:37.8640000,143.248,segment
2014-04-08T21:42:58.0830000,43.796,segment
2014-04-08T21:44:30.1450000,26.182000,segment
2014-04-08T21:45:04.2050000,53.939000,segment
2014-04-08T21:46:09.6600000,62.667000,segment
2014-04-08T21:49:11.6800000,48.727000,segment
2014-04-08T21:53:17.0110000,27.636000,segment
2014-04-08T21:54:52.0430000,186.131,segment
2014-04-08T21:58:07.9370000,72.606000,segment
2014-04-08T22:02:05.4680000,26.061000,segment
2014-04-08T22:02:54.3450000,34.909000,segment
2014-04-08T22:03:45.2550000,16.727000,segment
2014-04-08T22:06:02.8460000,79.38,segment
2014-04-08T22:10:51.8970000,148.723,segment
2014-04-08T22:13:35.4010000,252.281,segment
2014-04-08T22:18:54.9540000,95.030000,segment
2014-04-08T22:20:32.6510000,126.667000,segment
2014-04-08T22:22:42.7120000,66.303000,segment
2014-04-08T22:24:25.1270000,151.46,segment
2014-04-08T22:29:48.2110000,230.839,segment
2014-04-08T22:33:49.3060000,49.818,segment
2014-04-08T22:36:54.9630000,60.219,segment
2014-04-08T22:43:18.5030000,76.606000,segment
2014-04-08T22:48:17.8100000,37.044,segment
2014-04-08T22:49:54.3060000,139.234,segment
2014-04-08T22:52:18.1750000,56.387,segment
2014-04-08T22:53:23.2660000,162.865,segment
2014-04-08T22:58:59.5620000,60.766,segment
2014-04-08T23:00:14.0870000,60.401,segment
2014-04-08T23:04:27.0430000,35.949,segment
2014-04-08T23:06:40.6560000,71.168,segment
2014-04-08T23:09:42.6640000,52.555,segment
2014-04-08T23:10:39.9630000,60.848000,segment
2014-04-08T23:11:45.4170000,73.818000,segment
2014-04-08T23:13:06.8610000,57.482,segment
2014-04-08T23:14:13.7220000,54.927,segment
2014-04-08T23:15:53.2480000,45.62,segment
