Onset,Duration,Annotation
2014-04-08T21:20:21.3130000,100.402,segment
2014-04-08T21:22:34.1600000,59.599,segment
2014-04-08T21:23:38.5760000,119.015,segment
2014-04-08T21:25:46.1310000,38.066,segment
2014-04-08T21:26:26.4960000,39.124,segment
2014-04-08T21:27:39.1230000,109.697000,segment
2014-04-08T21:30:51.7510000,23.577,segment
2014-04-08T21:33:11.4590000,25.402,segment
2014-04-08T21:33:53.0650000,32.664,segment
2014-04-08T21:34:36.2770000,68.54,segment
2014-04-08T21:35:53.3930000,97.446,segment
2014-04-08T21:38:11.2040000,115.511,segment
2014-04-08T21:40:32.7000000,31.679,segment
2014-04-08T21:41:11.7150000,91.212000,segment
2014-04-08T21:42:51.4110000,95.152000,segment
2014-04-08T21:44:34.4420000,63.939000,segment
2014-04-08T21:46:04.4420000,210.909000,segment
2014-04-08T21:49:47.2250000,31.753,segment
2014-04-08T21:52:46.7510000,38.686,segment
2014-04-08T21:54:45.4740000,79.27,segment
2014-04-08T21:56:12.4440000,54.307,segment
2014-04-08T21:57:11.7510000,112.957,segment
2014-04-08T21:59:59.0500000,103.03,segment
2014-04-08T22:01:49.2690000,64.855,segment
2014-04-08T22:03:00.8020000,34.489,segment
2014-04-08T22:03:41.0940000,50.037,segment
2014-04-08T22:04:39.8900000,31.934,segment
2014-04-08T22:05:34.9630000,31.241,segment
2014-04-08T22:08:27.2250000,39.81879,segment
2014-04-08T22:09:29.5610000,48.485000,segment
2014-04-08T22:10:25.0150000,36.970000,segment
2014-04-08T22:13:05.5470000,32.774,segment
2014-04-08T22:13:47.0060000,30.80389,segment
2014-04-08T22:14:25.7290000,48.65,segment
2014-04-08T22:15:21.4590000,38.504,segment
2014-04-08T22:16:06.5320000,32.263,segment
2014-04-08T22:16:47.5540000,37.446,segment
2014-04-08T22:21:21.7510000,77.665,segment
2014-04-08T22:24:10.8750000,32.008,segment
2014-04-08T22:38:41.0940000,103.176,segment
2014-04-08T22:41:17.1160000,111.095,segment
2014-04-08T22:43:19.0140000,25.365,segment
2014-04-08T22:44:35.0720000,123.687,segment
2014-04-08T22:46:48.0650000,105.767,segment
2014-04-08T22:48:43.1380000,84.964,segment
2014-04-08T22:50:19.3790000,71.095,segment
2014-04-08T22:51:37.3710000,60.585,segment
2014-04-08T22:52:53.1010000,19.709,segment
2014-04-08T22:53:21.3860000,38.03,segment
2014-04-08T22:54:07.6639000,55.6201,segment
2014-04-08T22:55:09.8530000,40.001,segment
2014-04-08T22:56:18.3930000,82.628,segment
2014-04-08T22:57:48.8680000,52.774,segment
2014-04-08T22:58:47.8820000,68.906,segment
2014-04-08T23:01:06.7870000,85.147,segment
2014-04-08T23:03:10.1450000,51.971,segment
2014-04-08T23:04:09.4150000,76.46,segment
2014-04-08T23:05:43.4660000,23.577,segment
2014-04-08T23:06:15.6930000,35.511,segment
2014-04-08T23:06:54.2690000,114.453,segment
2014-04-08T23:09:01.4230000,88.029,segment
2014-04-08T23:10:39.6710000,43.358,segment
2014-04-08T23:11:30.7290000,53.066,segment
2014-04-08T23:12:30.5830000,28.76,segment
2014-04-08T23:13:23.2110000,52.299,segment
