Onset,Duration,Annotation
2014-04-08T21:19:55.0870000,23.905,segment
2014-04-08T21:20:36.7290000,15.511,segment
2014-04-08T21:21:05.4160000,102.92,segment
2014-04-08T21:22:53.3350000,42.518,segment
2014-04-08T21:23:40.1970000,18.431,segment
2014-04-08T21:24:03.3720000,18.066,segment
2014-04-08T21:24:27.4960000,58.942,segment
2014-04-08T21:26:02.6050000,263.686,segment
2014-04-08T21:30:38.7730000,150.365,segment
2014-04-08T21:33:56.2550000,63.686,segment
2014-04-08T21:35:02.4230000,163.686,segment
2014-04-08T21:37:49.7950000,49.635,segment
2014-04-08T21:39:30.6350000,28.832,segment
2014-04-08T21:40:12.3860000,104.015,segment
2014-04-08T21:41:59.5760000,83.029,segment
2014-04-08T21:43:52.2770000,121.898,segment
2014-04-08T21:46:39.1380000,37.774,segment
2014-04-08T21:47:20.7810000,92.518,segment
2014-04-08T21:48:56.7660000,134.854,segment
2014-04-08T21:51:48.5910000,30.657,segment
2014-04-08T21:52:43.4650000,23.515000,segment
2014-04-08T21:53:20.8540000,77.92,segment
2014-04-08T21:54:50.7080000,19.526,segment
2014-04-08T21:55:53.0490000,31.758000,segment
2014-04-08T21:56:34.5040000,23.515000,segment
2014-04-08T21:57:09.6860000,30.839,segment
2014-04-08T21:57:49.7110000,22.667000,segment
2014-04-08T21:58:17.1050000,25.455000,segment
2014-04-08T21:58:49.7840000,29.212000,segment
2014-04-08T21:59:30.6320000,23.152000,segment
2014-04-08T22:00:00.3060000,55.657,segment
2014-04-08T22:01:00.8540000,36.970000,segment
2014-04-08T22:01:39.3990000,18.424000,segment
2014-04-08T22:02:18.8460000,32.117,segment
2014-04-08T22:02:59.7590000,50.424000,segment
2014-04-08T22:03:52.1220000,39.636000,segment
2014-04-08T22:04:36.1820000,22.08,segment
2014-04-08T22:08:09.1750000,21.168,segment
2014-04-08T22:08:30.7080000,51.642,segment
2014-04-08T22:10:34.7890000,43.515000,segment
2014-04-08T22:11:38.9190000,41.333000,segment
2014-04-08T22:12:47.1310000,37.591,segment
2014-04-08T22:14:07.1670000,158.577,segment
2014-04-08T22:18:35.8540000,23.358,segment
2014-04-08T22:19:27.6420000,49.088,segment
2014-04-08T22:26:04.3570000,21.898,segment
2014-04-08T22:28:18.8830000,18.066,segment
2014-04-08T22:28:39.2480000,20.62,segment
2014-04-08T22:29:25.0140000,50.912,segment
2014-04-08T22:30:20.0870000,49.635,segment
2014-04-08T22:31:53.1530000,24.088,segment
2014-04-08T22:33:07.3130000,32.482,segment
2014-04-08T22:35:17.8970000,17.701,segment
2014-04-08T22:35:36.4370000,29.745,segment
2014-04-08T22:38:01.1820000,16.606000,segment
2014-04-08T22:39:31.6930000,20.62,segment
2014-04-08T22:41:34.9780000,25,segment
2014-04-08T22:42:30.2330000,29.562,segment
2014-04-08T22:45:21.1090000,29.38,segment
2014-04-08T22:46:08.0430000,36.679,segment
2014-04-08T22:46:48.0430000,22.08,segment
2014-04-08T22:52:13.9920000,30.292,segment
2014-04-08T22:53:27.8610000,17.336,segment
2014-04-08T22:56:06.6930000,18.909000,segment
2014-04-08T22:56:27.0560000,27.273000,segment
2014-04-08T22:58:31.9850000,36.496,segment
2014-04-08T23:00:15.1970000,47.263,segment
2014-04-08T23:01:06.3810000,28.606000,segment
2014-04-08T23:01:36.4420000,57.333000,segment
2014-04-08T23:04:03.2260000,36.861,segment
2014-04-08T23:04:52.5320000,29.38,segment
2014-04-08T23:11:49.7950000,36.496,segment
2014-04-08T23:12:30.0510000,32.299,segment
2014-04-08T23:13:06.6560000,21.715,segment
2014-04-08T23:16:29.5760000,20.073,segment
