Onset,Duration,Annotation
2014-04-08T21:20:14.5470000,25.365,segment
2014-04-08T21:20:44.8390000,23.905,segment
2014-04-08T21:21:13.4160000,30.474,segment
2014-04-08T21:21:52.4300000,44.343,segment
2014-04-08T21:22:50.4230000,68.431,segment
2014-04-08T21:24:18.6350000,66.058,segment
2014-04-08T21:25:30.4590000,141.788,segment
2014-04-08T21:27:58.8540000,122.263,segment
2014-04-08T21:30:14.5470000,22.901,segment
2014-04-08T21:30:42.6860000,189.781,segment
2014-04-08T21:34:54.4010000,88.869,segment
2014-04-08T21:36:28.1600000,61.314,segment
2014-04-08T21:37:34.6560000,37.956,segment
2014-04-08T21:38:53.7440000,96.715,segment
2014-04-08T21:42:14.0000000,170.62,segment
2014-04-08T21:48:53.4520000,28.102,segment
2014-04-08T21:49:53.9270000,46.715,segment
2014-04-08T21:51:36.4810000,25.365,segment
2014-04-08T21:52:10.8610000,82.847,segment
2014-04-08T21:53:40.1670000,24.453,segment
2014-04-08T21:54:05.2040000,143.248,segment
2014-04-08T21:56:33.6710000,69.161,segment
2014-04-08T21:58:19.5830000,32.117,segment
2014-04-08T21:59:38.1240000,30.839,segment
2014-04-08T22:02:23.3790000,62.591,segment
2014-04-08T22:03:29.6200000,20.255,segment
2014-04-08T22:03:53.7810000,102.19,segment
2014-04-08T22:05:41.2620000,56.752,segment
2014-04-08T22:06:41.7000000,56.569,segment
2014-04-08T22:08:50.3860000,29.38,segment
2014-04-08T22:10:25.7150000,43.978,segment
2014-04-08T22:11:49.5470000,41.788,segment
2014-04-08T22:13:38.6710000,23.905,segment
2014-04-08T22:14:03.0870000,115.511,segment
2014-04-08T22:16:27.2480000,45.073,segment
2014-04-08T22:17:17.7950000,57.847,segment
2014-04-08T22:18:46.2620000,23.175,segment
2014-04-08T22:19:13.3430000,132.299,segment
2014-04-08T22:23:38.7810000,29.015,segment
2014-04-08T22:25:04.2550000,42.518,segment
2014-04-08T22:25:51.2990000,49.453,segment
2014-04-08T22:26:45.7150000,50.912,segment
2014-04-08T22:28:25.2770000,35.036,segment
2014-04-08T22:30:07.6210000,120.364000,segment
2014-04-08T22:32:11.6210000,32.364000,segment
2014-04-08T22:34:37.9050000,42.336,segment
2014-04-08T22:36:12.4090000,19.030000,segment
2014-04-08T22:36:42.2290000,181.455000,segment
2014-04-08T22:39:48.2000000,29.939000,segment
2014-04-08T22:43:16.7730000,98.905,segment
2014-04-08T22:44:59.4740000,16.606,segment
2014-04-08T22:45:31.2990000,93.978,segment
2014-04-08T22:49:29.6200000,51.095,segment
2014-04-08T22:51:41.7730000,24.453,segment
2014-04-08T22:52:43.3430000,40.693,segment
2014-04-08T22:56:41.9560000,30.474,segment
2014-04-08T22:57:17.9050000,137.774,segment
2014-04-08T22:59:39.1820000,21.533,segment
2014-04-08T23:00:35.9340000,54.197,segment
2014-04-08T23:01:35.8610000,57.117,segment
2014-04-08T23:03:09.3640000,73.54,segment
2014-04-08T23:05:19.2910000,45.073,segment
2014-04-08T23:06:30.3500000,30.109,segment
2014-04-08T23:07:20.8610000,48.175,segment
2014-04-08T23:08:13.6350000,20.073,segment
2014-04-08T23:08:33.5620000,76.642,segment
2014-04-08T23:10:29.2550000,27.372,segment
2014-04-08T23:13:00.3130000,23.175,segment
2014-04-08T23:13:35.5690000,38.321,segment
2014-04-08T23:15:21.4810000,30.657,segment
2014-04-08T23:15:57.2840000,46.35,segment
2014-04-08T23:17:13.9270000,51.642,segment
2014-04-08T23:18:07.3750000,93.522,segment
