Onset,Duration,Annotation
2014-04-08T21:21:19.2330000,40.511,segment
2014-04-08T21:22:13.1020000,31.934,segment
2014-04-08T21:22:54.4890000,76.46,segment
2014-04-08T21:25:28.0650000,17.518,segment
2014-04-08T21:25:53.8320000,28.102,segment
2014-04-08T21:26:42.7000000,31.752,segment
2014-04-08T21:27:22.8830000,43.796,segment
2014-04-08T21:28:12.2260000,111.131,segment
2014-04-08T21:30:11.4590000,29.38,segment
2014-04-08T21:32:09.9270000,45.803,segment
2014-04-08T21:34:08.9050000,47.81,segment
2014-04-08T21:35:05.8020000,39.051,segment
2014-04-08T21:37:22.0430000,19.891,segment
2014-04-08T21:38:00.5830000,22.08,segment
2014-04-08T21:39:00.9480000,22.81,segment
2014-04-08T21:48:07.8830000,14.599,segment
2014-04-08T21:49:09.6350000,22.445,segment
2014-04-08T21:49:35.2910000,22.81,segment
2014-04-08T21:51:01.4960000,27.737,segment
2014-04-08T21:51:51.6780000,100.547,segment
2014-04-08T21:55:06.5320000,24.27,segment
2014-04-08T21:56:26.3500000,43.431,segment
2014-04-08T21:57:15.8750000,116.058,segment
2014-04-08T22:00:55.9120000,64.416,segment
2014-04-08T22:02:20.8750000,83.212,segment
2014-04-08T22:03:50.1450000,23.723,segment
2014-04-08T22:04:20.2910000,35.036,segment
2014-04-08T22:06:41.4960000,24.818,segment
2014-04-08T22:07:30.7290000,60.036,segment
2014-04-08T22:09:20.3280000,27.737,segment
2014-04-08T22:09:50.4370000,18.613,segment
2014-04-08T22:10:18.2840000,29.197,segment
2014-04-08T22:11:35.2910000,25.547,segment
2014-04-08T22:12:39.6710000,25.182,segment
2014-04-08T22:13:11.8240000,25.73,segment
2014-04-08T22:13:42.8830000,49.27,segment
2014-04-08T22:15:12.5180000,125.73,segment
2014-04-08T22:17:45.1090000,15.876,segment
2014-04-08T22:20:35.7660000,36.131,segment
2014-04-08T22:21:33.0650000,38.321,segment
2014-04-08T22:23:57.0800000,30.839,segment
2014-04-08T22:26:08.8320000,40.485,segment
2014-04-08T22:26:51.2560000,23.03,segment
2014-04-08T22:28:42.5910000,29.562,segment
2014-04-08T22:29:29.1970000,43.431,segment
2014-04-08T22:33:39.5980000,38.504,segment
2014-04-08T22:35:20.5100000,37.774,segment
2014-04-08T22:36:18.0650000,25.73,segment
2014-04-08T22:42:12.2260000,16.241,segment
2014-04-08T22:44:55.8750000,16.058,segment
2014-04-08T22:59:57.8540000,19.758,segment
2014-04-08T23:04:16.7770000,22.182,segment
2014-04-08T23:05:05.1820000,13.504,segment
2014-04-08T23:06:55.3280000,22.08,segment
2014-04-08T23:07:57.7730000,31.934,segment
2014-04-08T23:08:41.8970000,14.234000,segment
2014-04-08T23:10:55.9840000,10.219000,segment
2014-04-08T23:13:00.0720000,39.051000,segment
2014-04-08T23:13:42.4440000,19.891000,segment
2014-04-08T23:14:08.9050000,88.321,segment
2014-04-08T23:15:44.4160000,48.358000,segment
2014-04-08T23:17:05.9850000,19.343000,segment
2014-04-08T23:18:03.9780000,18.613,segment
