Onset,Duration,Annotation
2014-04-08T21:22:02.9230000,19.759000,segment
2014-04-08T21:22:54.1740000,16.846000,segment
2014-04-08T21:23:11.5270000,18.366000,segment
2014-04-08T21:23:30.3870000,22.546000,segment
2014-04-08T21:24:04.8290000,25.332000,segment
2014-04-08T21:25:12.8210000,24.953000,segment
2014-04-08T21:25:38.4070000,15.579000,segment
2014-04-08T21:25:55.0000000,22.419000,segment
2014-04-08T21:27:26.1010000,25.079000,segment
2014-04-08T21:28:01.1110000,20.393000,segment
2014-04-08T21:28:38.7170000,13.680000,segment
2014-04-08T21:28:53.1440000,17.353000,segment
2014-04-08T21:29:29.7290000,22.263,segment
2014-04-08T21:30:52.2840000,22.263,segment
2014-04-08T21:33:46.3440000,17.859000,segment
2014-04-08T21:35:11.3530000,19.506000,segment
2014-04-08T21:37:59.3370000,16.466000,segment
2014-04-08T21:39:01.2280000,13.046000,segment
2014-04-08T21:40:02.4820000,16.213000,segment
2014-04-08T21:40:41.1530000,16.423,segment
2014-04-08T21:41:07.2840000,23.905,segment
2014-04-08T21:42:12.5760000,22.08,segment
2014-04-08T21:43:00.2400000,21.533,segment
2014-04-08T21:43:48.0870000,25,segment
2014-04-08T21:44:30.8240000,22.445,segment
2014-04-08T21:46:09.0000000,33.029,segment
2014-04-08T21:48:03.3430000,17.518,segment
2014-04-08T21:49:45.7150000,25.73,segment
2014-04-08T21:52:09.9120000,19.161,segment
2014-04-08T21:53:20.4230000,16.423,segment
2014-04-08T21:54:03.5250000,17.883,segment
2014-04-08T21:54:58.2330000,27.737,segment
2014-04-08T21:56:35.5740000,22.182000,segment
2014-04-08T21:57:19.1450000,24.27,segment
2014-04-08T21:58:10.7510000,21.715,segment
2014-04-08T22:00:52.3940000,25.365,segment
2014-04-08T22:01:36.2760000,27.394000,segment
2014-04-08T22:02:19.1450000,21.35,segment
2014-04-08T22:05:38.2330000,35.401,segment
2014-04-08T22:11:16.2260000,21.168,segment
2014-04-08T22:14:20.3450000,20.848000,segment
2014-04-08T22:15:11.0560000,14.545000,segment
2014-04-08T22:16:10.7430000,16.242000,segment
2014-04-08T22:17:03.0870000,26.277,segment
2014-04-08T22:17:58.0510000,18.909000,segment
2014-04-08T22:19:15.3130000,13.455000,segment
2014-04-08T22:20:08.3790000,19.161,segment
2014-04-08T22:21:10.0210000,20.803,segment
2014-04-08T22:23:18.3430000,22.08,segment
2014-04-08T22:24:13.9630000,27.555,segment
2014-04-08T22:29:32.3210000,26.277,segment
2014-04-08T22:31:15.4240000,21.333000,segment
2014-04-08T22:34:34.3100000,13.333000,segment
2014-04-08T22:35:04.0000000,31.387,segment
2014-04-08T22:37:11.2990000,23.905,segment
2014-04-08T22:38:50.3860000,39.964,segment
2014-04-08T22:44:35.0970000,16.364000,segment
2014-04-08T22:45:29.4000000,14.424000,segment
2014-04-08T22:46:41.2660000,13.697000,segment
2014-04-08T22:47:33.6710000,23.723,segment
2014-04-08T22:51:08.1570000,28.000000,segment
2014-04-08T22:52:27.4670000,11.515000,segment
2014-04-08T22:53:12.3910000,19.758000,segment
2014-04-08T22:54:47.7060000,19.273000,segment
2014-04-08T22:56:23.2420000,17.939000,segment
2014-04-08T22:56:48.6180000,28.727000,segment
2014-04-08T22:58:49.8390000,27.19,segment
2014-04-08T22:59:36.2610000,23.758000,segment
2014-04-08T23:00:52.8680000,13.939000,segment
2014-04-08T23:01:52.2110000,21.168,segment
2014-04-08T23:03:36.9560000,21.818000,segment
2014-04-08T23:04:43.6860000,22.909000,segment
2014-04-08T23:05:40.9700000,25.365,segment
2014-04-08T23:06:21.3350000,37.409,segment
2014-04-08T23:08:47.7230000,13.455000,segment
2014-04-08T23:09:01.5410000,17.333000,segment
2014-04-08T23:09:37.9410000,21.533,segment
2014-04-08T23:10:05.7150000,31.204,segment
2014-04-08T23:11:44.4370000,22.08,segment
2014-04-08T23:12:48.7970000,23.152000,segment
2014-04-08T23:13:36.9560000,25.547,segment
2014-04-08T23:14:21.6260000,27.152000,segment
2014-04-08T23:15:12.8180000,10.909000,segment
2014-04-08T23:15:24.4540000,14.424000,segment
2014-04-08T23:16:08.0910000,10.909000,segment
2014-04-08T23:16:19.9690000,18.182000,segment
2014-04-08T23:18:33.6710000,29.197,segment
