Onset,Duration,Annotation
2014-04-08T21:21:17.6580000,30.244,segment
2014-04-08T21:22:02.0480000,71.22,segment
2014-04-08T21:23:48.3410000,215.61,segment
2014-04-08T21:27:56.5850000,98.732,segment
2014-04-08T21:29:43.2190000,82.927,segment
2014-04-08T21:31:40.7800000,21.268,segment
2014-04-08T21:32:39.2190000,162.341,segment
2014-04-08T21:35:46.5360000,36.488,segment
2014-04-08T21:36:37.8530000,40,segment
2014-04-08T21:37:23.8040000,87.024,segment
2014-04-08T21:38:57.4630000,86.049,segment
2014-04-08T21:40:33.2680000,113.951,segment
2014-04-08T21:43:17.8530000,103.415,segment
2014-04-08T21:46:02.9260000,50.537,segment
2014-04-08T21:47:18.2430000,77.854,segment
2014-04-08T21:49:20.5850000,30.829,segment
2014-04-08T21:49:52.0000000,444.39,segment
2014-04-08T21:57:47.7610000,289.740000,segment
2014-04-08T22:02:39.5470000,174.414000,segment
2014-04-08T22:05:37.9510000,48.78,segment
2014-04-08T22:07:50.5360000,188.78,segment
2014-04-08T22:11:08.0000000,134.049,segment
2014-04-08T22:13:24.2920000,39.024,segment
2014-04-08T22:14:07.3650000,167.317,segment
2014-04-08T22:17:20.2920000,126.634,segment
2014-04-08T22:19:30.2920000,139.512,segment
2014-04-08T22:27:49.6580000,26.146,segment
2014-04-08T22:28:16.1460000,168.293,segment
2014-04-08T22:31:12.8780000,70.634,segment
2014-04-08T22:32:24.9260000,189.756,segment
2014-04-08T22:35:37.8530000,192.683,segment
2014-04-08T22:39:04.5360000,47.024,segment
2014-04-08T22:39:53.9020000,38.439,segment
2014-04-08T22:40:35.4630000,64.78,segment
2014-04-08T22:42:14.0000000,55.805,segment
2014-04-08T22:43:10.7800000,56.585,segment
2014-04-08T22:44:10.0970000,138.341,segment
2014-04-08T22:46:31.8530000,64,segment
2014-04-08T22:47:47.3650000,41.561,segment
2014-04-08T22:48:31.4630000,40.39,segment
2014-04-08T22:49:43.2190000,366.341,segment
2014-04-08T22:55:53.6580000,40.195,segment
2014-04-08T22:56:35.0240000,149.463,segment
2014-04-08T22:59:10.9260000,127.024,segment
2014-04-08T23:01:20.0000000,74.341,segment
2014-04-08T23:02:37.3650000,78.049,segment
2014-04-08T23:04:56.9750000,25.951,segment
2014-04-08T23:05:53.8530000,22.244,segment
2014-04-08T23:06:25.5600000,48.195,segment
2014-04-08T23:08:11.1210000,47.415,segment
2014-04-08T23:09:02.8290000,71.024,segment
2014-04-08T23:11:14.2430000,62.439,segment
2014-04-08T23:12:44.1950000,113.171,segment
2014-04-08T23:15:19.2190000,21.073,segment
2014-04-08T23:15:53.9510000,107.707,segment
2014-04-08T23:18:33.0730000,67.317,segment
