Onset,Duration,Annotation
2014-04-08T21:20:14.6120000,55.292000,segment
2014-04-08T21:24:39.9040000,32.299000,segment
2014-04-08T21:26:33.4810000,34.672000,segment
2014-04-08T21:27:29.5390000,22.080000,segment
2014-04-08T21:29:34.0650000,113.139,segment
2014-04-08T21:31:45.9270000,21.168000,segment
2014-04-08T21:32:09.6860000,30.292000,segment
2014-04-08T21:32:42.3860000,37.591000,segment
2014-04-08T21:33:25.6340000,83.029000,segment
2014-04-08T21:34:52.3860000,45.985000,segment
2014-04-08T21:35:41.8390000,50.730000,segment
2014-04-08T21:36:34.9040000,23.175000,segment
2014-04-08T21:37:08.4080000,175.365000,segment
2014-04-08T21:40:13.9920000,85.036,segment
2014-04-08T21:41:40.7440000,40.511,segment
2014-04-08T21:43:15.4510000,106.934000,segment
2014-04-08T21:45:05.9260000,20.073000,segment
2014-04-08T21:45:29.1020000,138.321,segment
2014-04-08T21:50:47.3860000,28.467,segment
2014-04-08T21:51:19.5400000,47.81,segment
2014-04-08T21:52:12.8970000,93.248,segment
2014-04-08T21:53:50.4880000,98.723000,segment
2014-04-08T21:56:03.4810000,88.504,segment
2014-04-08T21:57:33.4450000,40.328,segment
2014-04-08T21:58:16.5470000,40.876,segment
2014-04-08T21:59:17.6420000,74.635,segment
2014-04-08T22:00:50.5980000,47.628,segment
2014-04-08T22:02:03.5530000,46.350000,segment
2014-04-08T22:02:51.0350000,23.723000,segment
2014-04-08T22:03:29.4290000,119.161000,segment
2014-04-08T22:05:57.4960000,35.219,segment
2014-04-08T22:06:44.3570000,27.555,segment
2014-04-08T22:08:37.2400000,101.642,segment
2014-04-08T22:15:41.9850000,90.146,segment
2014-04-08T22:20:02.2400000,76.277,segment
2014-04-08T22:22:06.4370000,19.526000,segment
2014-04-08T22:25:29.2840000,22.445000,segment
2014-04-08T22:25:52.4590000,16.423000,segment
2014-04-08T22:29:18.2620000,35.036000,segment
2014-04-08T22:30:26.0360000,19.891000,segment
2014-04-08T22:30:46.6560000,21.350000,segment
2014-04-08T22:31:23.6270000,16.788000,segment
2014-04-08T22:31:41.3270000,22.080000,segment
2014-04-08T22:32:13.8820000,44.161000,segment
2014-04-08T22:36:19.7950000,50.365000,segment
2014-04-08T22:37:25.4520000,33.759000,segment
2014-04-08T22:37:59.6120000,45.985000,segment
2014-04-08T22:38:58.7730000,29.927000,segment
2014-04-08T22:39:51.6560000,46.168000,segment
2014-04-08T22:41:19.1010000,54.562000,segment
2014-04-08T22:42:17.0930000,37.774000,segment
2014-04-08T22:45:17.6780000,69.891,segment
2014-04-08T22:48:38.2260000,65.146,segment
2014-04-08T22:51:20.7810000,70.438,segment
2014-04-08T22:55:05.3430000,46.168,segment
2014-04-08T23:01:59.3210000,22.445000,segment
2014-04-08T23:03:04.6860000,37.226,segment
2014-04-08T23:14:20.3430000,39.416000,segment
2014-04-08T23:15:04.1020000,42.336000,segment
